time,boundary
201910230000,"POLYGON ((-122.433 37.6061, -122.44 37.6062, -122.463 37.6604, -122.655 37.9314, -122.666 37.9405, -122.7 37.9676, -122.735 38.0037, -122.86 38.2743, -122.917 38.3284, -122.952 38.3645, -122.975 38.3915, -123.181 38.5353, -123.239 38.5622, -123.262 38.5711, -123.32 38.625, -123.331 38.634, -123.436 38.8048, -123.459 38.8318, -123.472 38.9129, -123.472 38.9219, -123.46 38.931, -123.278 39.2747, -123.255 39.3199, -123.244 39.338, -123.232 39.3471, -123.163 39.3924, -122.931 39.4561, -122.675 39.8711, -122.663 39.8982, -122.616 39.9973, -122.602 39.9973, -122.593 39.9973, -122.581 39.9973, -122.576 39.9973, -122.569 39.9972, -122.545 39.9972, -122.534 39.9972, -122.523 39.9972, -122.516 39.9971, -122.511 39.9971, -122.499 39.9971, -122.487 39.9971, -122.483 39.9971, -122.476 39.997, -122.459 39.997, -122.452 39.997, -122.449 39.997, -122.441 39.9969, -122.424 39.9969, -122.417 39.9969, -122.413 39.9969, -122.405 39.9968, -122.392 39.9968, -122.382 39.9968, -122.375 39.9967, -122.37 39.9967, -122.363 39.9967, -122.359 39.9967, -122.356 39.9967, -122.347 39.9966, -122.335 39.9966, -122.335 39.9966, -122.324 39.9966, -122.314 39.9965, -122.312 39.9965, -122.309 39.9965, -122.3 39.9965, -122.291 39.9964, -122.288 39.9964, -122.285 39.9964, -122.277 39.9964, -122.269 39.9963, -122.265 39.9963, -122.261 39.9963, -122.253 39.9963, -122.245 39.9962, -122.242 39.9962, -122.239 39.9962, -122.23 39.9962, -122.219 39.9961, -122.218 39.9961, -122.206 39.996, -122.197 39.996, -122.195 39.996, -122.192 39.996, -122.183 39.9959, -122.177 39.9959, -122.171 39.9959, -122.163 39.9958, -122.16 39.9958, -122.148 39.9957, -122.139 39.9957, -122.136 39.9957, -122.131 39.9957, -122.124 39.9956, -122.121 39.9956, -122.113 39.9956, -122.101 39.9955, -122.097 39.9955, -122.089 39.9954, -122.086 39.9954, -122.078 39.9954, -122.066 39.9953, -122.059 39.9952, -122.054 39.9952, -122.043 39.9951, -122.036 39.9951, -122.031 39.9951, -122.019 39.995, -122.015 39.995, -122.007 39.9949, -121.996 39.9948, -121.99 39.9948, -121.984 39.9948, -121.972 39.9947, -121.964 39.9946, -121.961 39.9946, -121.949 39.9945, -121.937 39.9944, -121.932 39.9944, -121.925 39.9944, -121.914 39.9943, -121.902 39.9942, -121.89 39.9941, -121.886 39.9941, -121.879 39.994, -121.867 39.9939, -121.855 39.9938, -121.844 39.9937, -121.832 39.9936, -121.82 39.9935, -121.809 39.9844, -121.774 39.9571, -121.659 39.8117, -121.625 39.7753, -121.567 39.7206, -121.545 39.6662, -121.443 39.4937, -121.421 39.4664, -121.364 39.3755, -121.298 39.2304, -121.265 39.1217, -121.266 39.1127, -121.257 38.9953, -121.257 38.9774, -121.257 38.9772, -121.257 38.9682, -121.257 38.9592, -121.257 38.9549, -121.258 38.9502, -121.258 38.9306, -121.258 38.9231, -121.258 38.9141, -121.258 38.9102, -121.259 38.9051, -121.259 38.896, -121.26 38.86, -121.26 38.8366, -121.26 38.8329, -121.26 38.8239, -121.26 38.8149, -121.261 38.8097, -121.261 38.8058, -121.261 38.7895, -121.261 38.7878, -121.261 38.7788, -121.261 38.7698, -121.262 38.7651, -121.262 38.7607, -121.262 38.7423, -121.262 38.7337, -121.262 38.7247, -121.262 38.7205, -121.263 38.7156, -121.263 38.695, -121.263 38.6886, -121.263 38.6796, -121.263 38.676, -121.264 38.6705, -121.264 38.6475, -121.264 38.6435, -121.264 38.6345, -121.264 38.6254, -121.265 38.6164, -121.265 38.6074, -121.265 38.5984, -121.265 38.5894, -121.265 38.5803, -121.266 38.5757, -121.266 38.5713, -121.266 38.5524, -121.266 38.5443, -121.266 38.5352, -121.266 38.5312, -121.267 38.5262, -121.267 38.5047, -121.267 38.4992, -121.267 38.4901, -121.267 38.4811, -121.268 38.4756, -121.268 38.4721, -121.268 38.4568, -121.268 38.4541, -121.268 38.445, -121.268 38.436, -121.269 38.427, -121.269 38.418, -121.269 38.4106, -121.269 38.409, -121.269 38.4089, -121.269 38.3999, -121.269 38.3945, -121.27 38.3819, -121.27 38.3609, -121.27 38.3548, -121.27 38.3458, -121.27 38.3423, -121.271 38.3368, -121.271 38.3127, -121.271 38.3097, -121.271 38.3007, -121.271 38.2917, -121.272 38.2827, -121.272 38.2736, -121.272 38.2647, -121.272 38.2646, -121.272 38.2645, -121.272 38.2556, -121.272 38.2466, -121.272 38.2425, -121.273 38.2376, -121.273 38.2162, -121.273 38.2105, -121.273 38.2015, -121.274 38.187, -121.274 38.1834, -121.274 38.1675, -121.275 38.1428, -121.275 38.1383, -121.275 38.1187, -121.275 38.0985, -121.276 38.0932, -121.276 38.0699, -121.277 38.0432, -121.277 38.0391, -121.277 38.0212, -121.277 37.9989, -121.278 37.994, -121.278 37.9724, -121.279 37.9436, -121.279 37.9399, -121.279 37.9236, -121.279 37.8993, -121.28 37.8948, -121.28 37.8748, -121.28 37.8677, -121.28 37.8587, -121.28 37.8551, -121.281 37.8497, -121.281 37.8257, -121.281 37.8226, -121.281 37.8136, -121.281 37.8045, -121.282 37.7955, -121.282 37.7865, -121.282 37.7788, -121.282 37.7775, -121.282 37.7764, -121.282 37.7685, -121.282 37.7594, -121.282 37.7556, -121.283 37.7504, -121.283 37.7271, -121.283 37.7234, -121.283 37.7143, -121.283 37.7053, -121.284 37.7005, -121.284 37.6963, -121.284 37.6776, -121.284 37.6692, -121.284 37.6602, -121.284 37.6564, -121.285 37.6512, -121.285 37.628, -121.285 37.6241, -121.285 37.6151, -121.285 37.6061, -121.286 37.6012, -121.286 37.597, -121.295 37.5972, -121.297 37.5972, -121.3 37.5972, -121.308 37.5973, -121.315 37.5974, -121.32 37.5975, -121.326 37.5976, -121.331 37.5976, -121.334 37.5977, -121.342 37.5978, -121.354 37.5979, -121.365 37.598, -121.371 37.5981, -121.376 37.5982, -121.384 37.5983, -121.388 37.5983, -121.399 37.5984, -121.406 37.5985, -121.41 37.5986, -121.419 37.5987, -121.421 37.5987, -121.433 37.5988, -121.44 37.5989, -121.444 37.599, -121.455 37.5991, -121.456 37.5991, -121.467 37.5992, -121.472 37.5993, -121.478 37.5994, -121.489 37.5995, -121.496 37.5996, -121.501 37.5996, -121.512 37.5997, -121.517 37.5998, -121.523 37.5999, -121.535 37.6, -121.546 37.6001, -121.546 37.6001, -121.557 37.6002, -121.569 37.6003, -121.574 37.6004, -121.58 37.6005, -121.591 37.6006, -121.603 37.6007, -121.611 37.6008, -121.614 37.6008, -121.625 37.6009, -121.637 37.601, -121.648 37.6011, -121.659 37.6012, -121.665 37.6013, -121.671 37.6014, -121.682 37.6015, -121.693 37.6016, -121.704 37.6017, -121.716 37.6018, -121.727 37.6019, -121.738 37.602, -121.75 37.6021, -121.761 37.6022, -121.772 37.6023, -121.784 37.6024, -121.795 37.6025, -121.806 37.6026, -121.818 37.6027, -121.829 37.6028, -121.84 37.6029, -121.846 37.6029, -121.852 37.6029, -121.863 37.603, -121.874 37.6031, -121.886 37.6032, -121.896 37.6033, -121.897 37.6033, -121.908 37.6034, -121.92 37.6035, -121.931 37.6036, -121.938 37.6036, -121.942 37.6036, -121.954 37.6037, -121.963 37.6038, -121.965 37.6038, -121.976 37.6039, -121.988 37.604, -121.995 37.604, -121.999 37.604, -122.01 37.6041, -122.011 37.6041, -122.021 37.6042, -122.033 37.6043, -122.04 37.6043, -122.044 37.6043, -122.052 37.6044, -122.055 37.6044, -122.067 37.6045, -122.072 37.6045, -122.078 37.6045, -122.089 37.6046, -122.089 37.6046, -122.101 37.6047, -122.106 37.6047, -122.112 37.6047, -122.122 37.6048, -122.123 37.6048, -122.135 37.6049, -122.141 37.6049, -122.146 37.6049, -122.153 37.605, -122.157 37.605, -122.16 37.605, -122.169 37.605, -122.18 37.6051, -122.181 37.6051, -122.191 37.6052, -122.199 37.6052, -122.203 37.6052, -122.208 37.6052, -122.214 37.6053, -122.219 37.6053, -122.225 37.6053, -122.233 37.6054, -122.237 37.6054, -122.24 37.6054, -122.248 37.6054, -122.256 37.6055, -122.259 37.6055, -122.262 37.6055, -122.271 37.6055, -122.279 37.6056, -122.282 37.6056, -122.285 37.6056, -122.293 37.6056, -122.301 37.6057, -122.305 37.6057, -122.309 37.6057, -122.316 37.6057, -122.322 37.6058, -122.327 37.6058, -122.334 37.6058, -122.338 37.6058, -122.341 37.6058, -122.35 37.6059, -122.361 37.6059, -122.372 37.6059, -122.38 37.606, -122.384 37.606, -122.39 37.606, -122.395 37.606, -122.398 37.606, -122.406 37.6061, -122.421 37.6061, -122.429 37.6061, -122.433 37.6061))"
201910231600,"POLYGON ((-122.545 39.9972, -122.534 39.9972, -122.523 39.9972, -122.5 39.9971, -122.178 39.9956, -121.949 39.9765, -121.937 39.9764, -121.844 39.9667, -121.832 39.9666, -121.821 39.9575, -121.786 39.9298, -121.567 39.7206, -121.568 39.7116, -121.568 39.7026, -121.58 39.6756, -121.75 39.1901, -121.75 39.1811, -121.75 39.172, -121.675 38.8105, -121.675 38.8015, -121.675 38.7924, -121.676 38.7293, -121.676 38.7203, -121.677 38.7113, -121.702 38.513, -121.703 38.504, -121.413 38.0408, -121.281 37.8227, -121.281 37.8226, -121.281 37.8136, -121.281 37.8045, -121.282 37.7998, -121.282 37.7955, -121.282 37.7764, -121.282 37.7685, -121.282 37.7594, -121.282 37.7556, -121.283 37.7504, -121.283 37.727, -121.283 37.7234, -121.283 37.7143, -121.283 37.7053, -121.284 37.7005, -121.284 37.6963, -121.284 37.6776, -121.284 37.6692, -121.284 37.6602, -121.284 37.6564, -121.285 37.6512, -121.285 37.6279, -121.285 37.6241, -121.285 37.6151, -121.285 37.6061, -121.286 37.6012, -121.286 37.597, -121.295 37.5972, -121.297 37.5972, -121.3 37.5972, -121.308 37.5973, -121.315 37.5974, -121.32 37.5975, -121.326 37.5976, -121.331 37.5976, -121.334 37.5977, -121.342 37.5978, -121.354 37.5979, -121.365 37.598, -121.371 37.5981, -121.376 37.5982, -121.384 37.5983, -121.388 37.5983, -121.399 37.5984, -121.406 37.5985, -121.41 37.5986, -121.419 37.5987, -121.421 37.5987, -121.433 37.5988, -121.44 37.5989, -121.444 37.599, -121.455 37.5991, -121.456 37.5991, -121.467 37.5992, -121.472 37.5993, -121.478 37.5994, -121.489 37.5995, -121.496 37.5996, -121.501 37.5996, -121.512 37.5997, -121.517 37.5998, -121.523 37.5999, -121.535 37.6, -121.546 37.6001, -121.546 37.6001, -121.557 37.6002, -121.569 37.6003, -121.574 37.6004, -121.58 37.6005, -121.591 37.6006, -121.603 37.6007, -121.611 37.6008, -121.614 37.6008, -121.625 37.6009, -121.637 37.601, -121.648 37.6011, -121.659 37.6012, -121.665 37.6013, -121.671 37.6014, -121.682 37.6015, -121.693 37.6016, -121.704 37.6017, -121.716 37.6018, -121.727 37.6019, -121.738 37.602, -121.75 37.6021, -121.761 37.6022, -121.772 37.6023, -121.784 37.6024, -121.795 37.6025, -121.806 37.6026, -121.818 37.6027, -121.829 37.6028, -121.84 37.6029, -121.846 37.6029, -121.852 37.6029, -121.863 37.603, -121.874 37.6031, -121.886 37.6032, -121.896 37.6033, -121.897 37.6033, -121.908 37.6034, -121.92 37.6035, -121.931 37.6036, -121.938 37.6036, -121.942 37.6036, -121.954 37.6037, -121.963 37.6038, -121.965 37.6038, -121.976 37.6039, -121.988 37.604, -121.995 37.604, -121.999 37.604, -122.01 37.6041, -122.011 37.6041, -122.021 37.6042, -122.033 37.6043, -122.428 37.7325, -122.44 37.7325, -122.451 37.7325, -122.462 37.7416, -122.609 38.0396, -122.643 38.0758, -122.643 38.0848, -122.597 38.3103, -122.597 38.3193, -122.597 38.4637, -122.769 38.7796, -123.034 39.0319, -123.057 39.0409, -123.057 39.0499, -123.058 39.1221, -123.058 39.1311, -123.058 39.1401, -122.71 39.5193, -122.675 39.8531, -122.675 39.8621, -122.675 39.8711, -122.663 39.8982, -122.64 39.9432, -122.628 39.9703, -122.616 39.9973, -122.602 39.9973, -122.593 39.9973, -122.581 39.9973, -122.576 39.9973, -122.569 39.9972, -122.545 39.9972))"
201910231700,"POLYGON ((-122.602 39.9973, -122.593 39.9973, -122.581 39.9973, -122.576 39.9973, -122.569 39.9972, -122.545 39.9972, -122.534 39.9972, -122.523 39.9972, -122.516 39.9971, -122.511 39.9971, -122.499 39.9971, -122.487 39.9971, -122.483 39.9971, -122.476 39.997, -122.459 39.997, -122.452 39.997, -122.449 39.997, -122.441 39.9969, -122.424 39.9969, -122.417 39.9969, -122.413 39.9969, -122.405 39.9968, -122.392 39.9968, -122.382 39.9968, -122.375 39.9967, -122.37 39.9967, -122.363 39.9967, -122.359 39.9967, -122.356 39.9967, -122.347 39.9966, -122.335 39.9966, -122.335 39.9966, -122.324 39.9966, -122.314 39.9965, -122.312 39.9965, -122.309 39.9965, -122.3 39.9965, -122.291 39.9964, -122.288 39.9964, -122.285 39.9964, -122.277 39.9964, -122.269 39.9963, -122.265 39.9963, -122.261 39.9963, -122.253 39.9963, -122.245 39.9962, -122.242 39.9962, -122.239 39.9962, -122.23 39.9962, -122.219 39.9961, -122.218 39.9961, -122.206 39.996, -122.197 39.996, -122.195 39.996, -122.192 39.996, -122.183 39.9959, -122.177 39.9959, -122.171 39.9959, -122.163 39.9958, -122.16 39.9958, -122.148 39.9957, -122.139 39.9957, -122.136 39.9957, -122.131 39.9957, -122.124 39.9956, -122.121 39.9956, -122.113 39.9956, -122.101 39.9955, -122.097 39.9955, -122.089 39.9954, -122.085 39.9954, -122.078 39.9954, -122.066 39.9953, -122.059 39.9952, -122.054 39.9952, -122.043 39.9951, -122.036 39.9951, -122.031 39.9951, -122.019 39.995, -122.015 39.995, -122.007 39.9949, -121.996 39.9948, -121.99 39.9948, -121.984 39.9948, -121.972 39.9947, -121.964 39.9946, -121.961 39.9946, -121.949 39.9945, -121.937 39.9944, -121.932 39.9944, -121.925 39.9944, -121.914 39.9943, -121.902 39.9942, -121.89 39.9941, -121.886 39.9941, -121.879 39.994, -121.867 39.9939, -121.855 39.9938, -121.844 39.9937, -121.832 39.9936, -121.82 39.9935, -121.814 39.9935, -121.808 39.9935, -121.797 39.9934, -121.785 39.9933, -121.773 39.9932, -121.762 39.9931, -121.75 39.993, -121.495 39.8552, -121.461 39.8187, -121.324 39.6457, -121.29 39.6182, -121.268 39.5548, -121.248 39.3775, -121.248 39.3741, -121.249 39.3651, -121.249 39.3608, -121.249 39.356, -121.249 39.3486, -121.249 39.347, -121.249 39.338, -121.249 39.329, -121.25 39.3242, -121.25 39.32, -121.25 39.3026, -121.25 39.3019, -121.25 39.2929, -121.25 39.2839, -121.251 39.2794, -121.251 39.2749, -121.251 39.2564, -121.251 39.2478, -121.251 39.2388, -121.251 39.2345, -121.252 39.2298, -121.252 39.2101, -121.252 39.2027, -121.252 39.1937, -121.252 39.1897, -121.253 39.1847, -121.253 39.1638, -121.253 39.1576, -121.253 39.1486, -121.253 39.1449, -121.254 39.1396, -121.254 39.1173, -121.254 39.1125, -121.254 39.1035, -121.254 39.0945, -121.255 39.0855, -121.255 39.0764, -121.255 39.0674, -121.255 39.0627, -121.256 39.0404, -121.256 39.0242, -121.256 39.0223, -121.256 39.0133, -121.256 39.0043, -121.257 38.9996, -121.257 38.9953, -121.257 38.9774, -121.257 38.9772, -121.257 38.9682, -121.257 38.9592, -121.257 38.9549, -121.258 38.9502, -121.258 38.9306, -121.258 38.9231, -121.258 38.9184, -121.259 38.9051, -121.259 38.896, -121.26 38.86, -121.26 38.8366, -121.26 38.8329, -121.26 38.8239, -121.26 38.8149, -121.261 38.8097, -121.261 38.8058, -121.261 38.7895, -121.261 38.7878, -121.261 38.7788, -121.261 38.7698, -121.262 38.7651, -121.262 38.7607, -121.262 38.7423, -121.262 38.7337, -121.262 38.7247, -121.262 38.7205, -121.263 38.7156, -121.263 38.6949, -121.263 38.6886, -121.263 38.6796, -121.263 38.676, -121.264 38.6705, -121.264 38.6475, -121.264 38.6435, -121.264 38.6345, -121.264 38.6254, -121.265 38.6164, -121.265 38.6074, -121.265 38.5984, -121.265 38.5894, -121.265 38.5803, -121.266 38.5757, -121.266 38.5713, -121.266 38.5524, -121.266 38.5443, -121.266 38.5352, -121.266 38.5312, -121.267 38.5262, -121.267 38.5047, -121.267 38.4992, -121.267 38.4901, -121.267 38.4811, -121.268 38.4756, -121.268 38.4721, -121.268 38.4568, -121.268 38.4541, -121.268 38.445, -121.268 38.436, -121.269 38.427, -121.269 38.418, -121.269 38.4105, -121.269 38.409, -121.269 38.4089, -121.269 38.3999, -121.269 38.3945, -121.27 38.3819, -121.27 38.3609, -121.27 38.3548, -121.27 38.3458, -121.27 38.3423, -121.271 38.3368, -121.271 38.3127, -121.271 38.3097, -121.271 38.3007, -121.271 38.2917, -121.272 38.2827, -121.272 38.2736, -121.272 38.2647, -121.272 38.2646, -121.272 38.2645, -121.272 38.2556, -121.272 38.2466, -121.272 38.2425, -121.273 38.2376, -121.273 38.2162, -121.273 38.2105, -121.273 38.2015, -121.273 38.1925, -121.274 38.1834, -121.274 38.1784, -121.274 38.1744, -121.274 38.1677, -121.274 38.1654, -121.274 38.1564, -121.274 38.1474, -121.275 38.1383, -121.275 38.1353, -121.275 38.1293, -121.275 38.1192, -121.275 38.1113, -121.275 38.1023, -121.276 38.0932, -121.276 38.0886, -121.276 38.0752, -121.276 38.0705, -121.276 38.0662, -121.276 38.0571, -121.276 38.0481, -121.277 38.0404, -121.277 38.0301, -121.277 38.0218, -121.277 38.0211, -121.277 38.012, -121.277 38.003, -121.277 37.9988, -121.278 37.994, -121.278 37.9729, -121.278 37.9669, -121.278 37.9579, -121.278 37.9489, -121.279 37.9399, -121.279 37.9308, -121.279 37.9218, -121.279 37.9128, -121.279 37.9038, -121.28 37.8948, -121.28 37.892, -121.28 37.8857, -121.28 37.8749, -121.28 37.8677, -121.28 37.8587, -121.28 37.8551, -121.281 37.8497, -121.281 37.8257, -121.281 37.8226, -121.281 37.8136, -121.281 37.8045, -121.282 37.7955, -121.282 37.7865, -121.282 37.7775, -121.282 37.7685, -121.282 37.7594, -121.282 37.7556, -121.283 37.7504, -121.283 37.727, -121.283 37.7234, -121.283 37.7143, -121.283 37.7053, -121.284 37.7005, -121.284 37.6963, -121.284 37.6775, -121.284 37.6692, -121.284 37.6602, -121.284 37.6564, -121.285 37.6512, -121.285 37.6279, -121.285 37.6241, -121.285 37.6151, -121.285 37.6061, -121.286 37.6012, -121.286 37.597, -121.295 37.5972, -121.297 37.5972, -121.3 37.5972, -121.308 37.5973, -121.315 37.5974, -121.32 37.5975, -121.326 37.5976, -121.331 37.5976, -121.334 37.5977, -121.342 37.5978, -121.354 37.5979, -121.365 37.598, -121.371 37.5981, -121.376 37.5982, -121.384 37.5983, -121.388 37.5983, -121.399 37.5984, -121.406 37.5985, -121.41 37.5986, -121.419 37.5987, -121.421 37.5987, -121.433 37.5988, -121.44 37.5989, -121.444 37.599, -121.455 37.5991, -121.456 37.5991, -121.467 37.5992, -121.472 37.5993, -121.478 37.5994, -121.489 37.5995, -121.496 37.5996, -121.501 37.5996, -121.512 37.5997, -121.517 37.5998, -121.523 37.5999, -121.535 37.6, -121.546 37.6001, -121.546 37.6001, -121.557 37.6002, -121.569 37.6003, -121.574 37.6004, -121.58 37.6005, -121.591 37.6006, -121.603 37.6007, -121.611 37.6008, -121.614 37.6008, -121.625 37.6009, -121.637 37.601, -121.648 37.6011, -121.659 37.6012, -121.665 37.6013, -121.671 37.6014, -121.682 37.6015, -121.693 37.6016, -121.704 37.6017, -121.716 37.6018, -121.727 37.6019, -121.738 37.602, -121.75 37.6021, -121.761 37.6022, -121.772 37.6023, -121.784 37.6024, -121.795 37.6025, -121.806 37.6026, -121.818 37.6027, -121.829 37.6028, -121.84 37.6029, -121.846 37.6029, -121.852 37.6029, -121.863 37.603, -121.874 37.6031, -121.886 37.6032, -121.896 37.6033, -121.897 37.6033, -121.908 37.6034, -121.92 37.6035, -121.931 37.6036, -121.938 37.6036, -121.942 37.6036, -121.954 37.6037, -121.963 37.6038, -121.965 37.6038, -121.976 37.6039, -121.988 37.604, -121.995 37.604, -121.999 37.604, -122.01 37.6041, -122.011 37.6041, -122.021 37.6042, -122.033 37.6043, -122.04 37.6043, -122.044 37.6043, -122.052 37.6044, -122.055 37.6044, -122.067 37.6045, -122.072 37.6045, -122.078 37.6045, -122.089 37.6046, -122.089 37.6046, -122.101 37.6047, -122.106 37.6047, -122.112 37.6047, -122.122 37.6048, -122.123 37.6048, -122.135 37.6049, -122.141 37.6049, -122.146 37.6049, -122.153 37.605, -122.157 37.605, -122.16 37.605, -122.169 37.605, -122.18 37.6051, -122.181 37.6051, -122.191 37.6052, -122.199 37.6052, -122.203 37.6052, -122.208 37.6052, -122.214 37.6053, -122.219 37.6053, -122.225 37.6053, -122.233 37.6054, -122.237 37.6054, -122.24 37.6054, -122.248 37.6054, -122.256 37.6055, -122.259 37.6055, -122.262 37.6055, -122.271 37.6055, -122.279 37.6056, -122.282 37.6056, -122.285 37.6056, -122.293 37.6056, -122.301 37.6057, -122.305 37.6057, -122.309 37.6057, -122.316 37.6057, -122.322 37.6058, -122.327 37.6058, -122.334 37.6058, -122.338 37.6058, -122.341 37.6058, -122.35 37.6059, -122.361 37.6059, -122.372 37.6059, -122.38 37.606, -122.384 37.606, -122.39 37.606, -122.395 37.606, -122.398 37.606, -122.406 37.6061, -122.421 37.6061, -122.429 37.6061, -122.433 37.6061, -122.44 37.6062, -122.474 37.6333, -122.508 37.6695, -122.712 37.9405, -122.826 38.0037, -122.848 38.0307, -122.917 38.0938, -123.02 38.3102, -123.078 38.4003, -123.158 38.4813, -123.17 38.4902, -123.193 38.5082, -123.204 38.5172, -123.262 38.5711, -123.297 38.607, -123.355 38.7692, -123.402 38.8501, -123.402 38.8591, -123.402 38.8682, -123.369 39.0217, -123.394 39.2291, -123.394 39.2381, -123.513 39.5622, -123.513 39.5712, -123.513 39.5802, -123.47 39.9413, -123.47 39.9503, -123.47 39.9593, -123.47 39.9684, -123.459 39.9865, -123.447 39.9865, -123.436 39.9866, -123.424 39.9867, -122.665 39.9974, -122.663 39.9974, -122.651 39.9974, -122.64 39.9974, -122.633 39.9973, -122.628 39.9973, -122.602 39.9973))"
