consumption and contribution for event A on v1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
===============================================
consumption and contribution for event B on v1
time slice 1
1 , 584047 , 479332
2 , 528156 , 423656
3 , 470055 , 366749
4 , 425169 , 319836
5 , 366731 , 262908
6 , 316760 , 212360
7 , 263365 , 158929
8 , 205784 , 103568
9 , 156976 , 53561
10 , 103516 , 0
===============================================
time slice 1
1 , 497794 , 479332
2 , 451415 , 423656
3 , 405056 , 366749
4 , 370193 , 319836
5 , 320740 , 262908
6 , 278773 , 212360
7 , 235240 , 158929
8 , 187268 , 103568
9 , 146220 , 53561
10 , 102706 , 0
===============================================
time slice 1
1 , 410068 , 479332
2 , 373939 , 423656
3 , 336983 , 366749
4 , 312074 , 319836
5 , 272713 , 262908
6 , 241121 , 212360
7 , 205798 , 158929
8 , 169057 , 103568
9 , 136785 , 53561
10 , 103034 , 0
===============================================
time slice 1
1 , 323946 , 479332
2 , 297366 , 423656
3 , 269504 , 366749
4 , 251802 , 319836
5 , 223837 , 262908
6 , 200644 , 212360
7 , 175840 , 158929
8 , 148832 , 103568
9 , 126815 , 53561
10 , 103194 , 0
===============================================
time slice 1
1 , 235663 , 479332
2 , 219419 , 423656
3 , 202471 , 366749
4 , 192100 , 319836
5 , 176726 , 262908
6 , 162410 , 212360
7 , 147009 , 158929
8 , 129925 , 103568
9 , 117466 , 53561
10 , 102970 , 0
===============================================
time slice 1
1 , 146859 , 479332
2 , 140652 , 423656
3 , 133502 , 366749
4 , 132902 , 319836
5 , 125398 , 262908
6 , 121691 , 212360
7 , 116863 , 158929
8 , 108919 , 103568
9 , 106638 , 53561
10 , 101720 , 0
===============================================
===============================================
contribution for event C on v1
time slice 1
2 , 177592 , 177592
3 , 352829 , 352829
4 , 516173 , 516173
5 , 696620 , 696620
6 , 871915 , 871915
7 , 1037684 , 1037684
8 , 1193846 , 1193846
9 , 1386081 , 1386081
10 , 1567895 , 1567895
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
===============================================
consumption and contribution for partial match 1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
===============================================
consumption and contribution for partial match 2
time slice 1
2 , 65399 , 54674 , 0.836007
3 , 128977 , 107923 , 0.836762
4 , 189106 , 157852 , 0.834728
5 , 252482 , 211049 , 0.835897
6 , 319915 , 267368 , 0.835747
7 , 378368 , 315739 , 0.834476
8 , 437306 , 364569 , 0.83367
9 , 506494 , 423240 , 0.835627
10 , 572380 , 478485 , 0.835957
11 , 103928 , 0 , 0
12 , 93602 , 0 , 0
13 , 83483 , 0 , 0
14 , 72347 , 0 , 0
15 , 62314 , 0 , 0
16 , 51433 , 0 , 0
17 , 41200 , 0 , 0
18 , 30896 , 0 , 0
19 , 20824 , 0 , 0
20 , 10105 , 0 , 0
===============================================
time slice 2
2 , 54828 , 44311 , 0.808182
3 , 109083 , 88183 , 0.808403
4 , 160191 , 129032 , 0.805488
5 , 216632 , 174797 , 0.806884
6 , 269981 , 217745 , 0.80652
7 , 323639 , 260571 , 0.805129
8 , 372614 , 299495 , 0.803767
9 , 432528 , 348791 , 0.806401
10 , 486821 , 392698 , 0.806658
11 , 103493 , 0 , 0
12 , 93494 , 0 , 0
13 , 82739 , 0 , 0
14 , 72473 , 0 , 0
15 , 61686 , 0 , 0
16 , 51878 , 0 , 0
17 , 41590 , 0 , 0
18 , 30790 , 0 , 0
19 , 20565 , 0 , 0
20 , 10380 , 0 , 0
===============================================
time slice 3
2 , 45557 , 34881 , 0.765656
3 , 89502 , 68470 , 0.765011
4 , 131624 , 100367 , 0.762528
5 , 178522 , 136605 , 0.7652
6 , 221330 , 169200 , 0.764469
7 , 264621 , 201756 , 0.762434
8 , 306439 , 233237 , 0.76112
9 , 353730 , 270249 , 0.763998
10 , 400087 , 305848 , 0.764454
11 , 104164 , 0 , 0
12 , 93319 , 0 , 0
13 , 82584 , 0 , 0
14 , 72952 , 0 , 0
15 , 62130 , 0 , 0
16 , 52084 , 0 , 0
17 , 41003 , 0 , 0
18 , 30943 , 0 , 0
19 , 20696 , 0 , 0
20 , 10285 , 0 , 0
===============================================
time slice 4
2 , 34277 , 23966 , 0.699186
3 , 69607 , 48830 , 0.70151
4 , 103691 , 72248 , 0.696762
5 , 138993 , 97120 , 0.69874
6 , 173572 , 121453 , 0.699727
7 , 207417 , 144645 , 0.697363
8 , 238047 , 165469 , 0.695111
9 , 274804 , 191712 , 0.697632
10 , 311829 , 218141 , 0.699553
11 , 104258 , 0 , 0
12 , 93612 , 0 , 0
13 , 83192 , 0 , 0
14 , 72750 , 0 , 0
15 , 61700 , 0 , 0
16 , 51248 , 0 , 0
17 , 41327 , 0 , 0
18 , 30707 , 0 , 0
19 , 20574 , 0 , 0
20 , 10175 , 0 , 0
===============================================
time slice 5
2 , 25125 , 14722 , 0.58595
3 , 50836 , 29798 , 0.586159
4 , 74018 , 42843 , 0.578819
5 , 99231 , 57673 , 0.581199
6 , 125118 , 72733 , 0.581315
7 , 149605 , 86831 , 0.580402
8 , 171480 , 98700 , 0.575577
9 , 198008 , 114825 , 0.579901
10 , 223610 , 130318 , 0.582791
11 , 103812 , 0 , 0
12 , 93479 , 0 , 0
13 , 82866 , 0 , 0
14 , 72573 , 0 , 0
15 , 62178 , 0 , 0
16 , 51820 , 0 , 0
17 , 41041 , 0 , 0
18 , 30708 , 0 , 0
19 , 20541 , 0 , 0
20 , 10110 , 0 , 0
===============================================
time slice 6
2 , 15547 , 5038 , 0.32405
3 , 30181 , 9625 , 0.318909
