           1000      70.00     564.37    1670.00     128.85     202.25     257.00     915.75    1567.15          1     478.41
           2000      78.00     983.25    8049.00     177.70     263.25     369.50    1502.50    2354.25          1    1327.12
           3000      57.00    2935.37   20887.00     113.70     519.50     721.50    5403.75    9523.15          1    4082.79
           4000      64.00   25644.68  115782.00     132.00    6324.00    7422.00   48809.75   72438.15          1   28323.73
