           1000      63.00     636.45    2724.00     105.85     171.25     200.00     978.75    1889.00          1     642.92
           2000      44.00    1681.50   10630.00     163.40     220.25     570.00    1789.50   10589.15          1    2834.06
           3000      67.00     683.40    2496.00      99.85     170.25     243.00    1124.75    2433.15          1     758.38
           4000      44.00     270.50     691.00      61.85     113.00     194.50     428.75     653.15          1     191.11
           5000      45.00    1314.12   10788.00      59.00     111.00     198.00     729.75   10752.15          1    3059.58
