           1000      41.00     545.95    1997.00      81.70     249.25     337.50     562.50    1987.00          1     510.93
           2000      49.00     540.28    1845.00      64.00     224.25     289.00     759.75    1826.15          1     514.00
           3000      47.00     781.19    2751.00      66.70     117.25     225.00    1370.00    2734.15          1     900.50
           4000     104.00    1735.52   13115.00     132.85     216.00     371.00    1230.75   13074.30          1    3625.41
           5000      52.00    2753.56   10593.00      79.70     125.00    2078.00    3898.75   10528.15          1    2953.14
