              1      28.00     356.73    1869.00      82.00     183.00     307.00     482.00     815.00          1     226.69
              2       1.00     297.24    1609.00      58.00     142.00     256.00     406.00     694.00          1     203.66
              3      34.00     335.20    9190.00      80.00     151.00     274.00     445.25     779.65          1     268.06
              4       1.00     300.07    1720.00      57.00     141.00     258.00     414.00     707.30          1     207.65
              5       1.00     169.08    3144.00       3.00       6.00     119.50     252.00     543.00          1     191.66
              6       1.00     172.56    3167.00       3.00       7.00     126.00     253.00     524.65          1     189.72
