channel,low,high
C01,10.122082690673336,16.242095506081494
C02,6.406371503242314,12.530643029197213
C06,5.485481807822202,8.788801796528483
C07,147.09633155013398,153.40307434742797
C07_minus_C14,6.120810158170391,10.61879263297469
C11,278.4595276682994,287.6082340296471
C12,253.32825093027145,258.56500258338275
C13,282.7376474909057,292.2636968573502
C14,142.88574779204802,149.89623643455388
C15,277.88337758756086,286.70035111832794
C16,258.1878820531222,273.67193750938446
