channel,low,high
C01,5.854787213101806,6.792131980869896
C02,2.8707282082234458,4.32411032116325
C06,4.236625500717734,11.954475199175391
C07,283.33315930716861,295.3242375520641
C07_minus_C14,8.862301826624679,30.628256511898845
C11,278.6426680409679,285.07690396445355
C12,249.78397187707282,253.31808116627366
C13,281.08131156702615,288.2340089181172
C14,140.7164003482044,149.89215301077905
C15,278.30978789540256,285.7720354050531
C16,261.35504765195975,266.5838753798949
