channel,low,high
C01,6.052768353380973,7.804883729071794
C02,2.6834886843141574,4.340897879341224
C06,1.973033614974348,1.973033614974348
C07,303.50164380303565,303.50164380303565
C07_minus_C14,-280.88180444138607,-259.9232236262292
C11,275.9758501897558,280.8106349379607
C12,246.66364193024634,249.20074478871211
C13,277.8086305382935,282.74606249583996
C14,8.004529510986734,20.719019084596127
C15,277.23342199119196,282.0642960513418
C16,265.6647001976664,266.02971751220083
