consumption and contribution for event A on v1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
time slice 8
===============================================
time slice 9
===============================================
===============================================
consumption and contribution for event B on v1
time slice 1
1 , 399808 , 329838
2 , 360174 , 290605
3 , 322157 , 253130
4 , 289876 , 219593
5 , 250227 , 180906
6 , 215357 , 145642
7 , 178791 , 109164
8 , 139510 , 71230
9 , 105619 , 36819
10 , 68892 , 0
===============================================
time slice 1
1 , 362397 , 329838
2 , 328716 , 290605
3 , 291142 , 253130
4 , 265536 , 219593
5 , 229126 , 180906
6 , 199367 , 145642
7 , 167329 , 109164
8 , 130730 , 71230
9 , 101993 , 36819
10 , 68998 , 0
===============================================
time slice 1
1 , 320865 , 329838
2 , 292014 , 290605
3 , 262925 , 253130
4 , 240978 , 219593
5 , 208983 , 180906
6 , 181601 , 145642
7 , 153081 , 109164
8 , 123337 , 71230
9 , 95966 , 36819
10 , 68645 , 0
===============================================
time slice 1
1 , 283277 , 329838
2 , 257057 , 290605
3 , 233309 , 253130
4 , 215801 , 219593
5 , 186433 , 180906
6 , 165363 , 145642
7 , 140758 , 109164
8 , 115069 , 71230
9 , 92370 , 36819
10 , 68812 , 0
===============================================
time slice 1
1 , 245720 , 329838
2 , 225091 , 290605
3 , 201365 , 253130
4 , 186983 , 219593
5 , 166372 , 180906
6 , 147256 , 145642
7 , 126984 , 109164
8 , 105398 , 71230
9 , 88140 , 36819
10 , 68908 , 0
===============================================
time slice 1
1 , 205402 , 329838
2 , 189383 , 290605
3 , 172106 , 253130
4 , 161362 , 219593
5 , 144008 , 180906
6 , 129421 , 145642
7 , 114256 , 109164
8 , 97738 , 71230
9 , 83443 , 36819
10 , 68808 , 0
===============================================
time slice 1
1 , 166846 , 329838
2 , 155336 , 290605
3 , 143061 , 253130
4 , 134802 , 219593
5 , 123721 , 180906
6 , 112337 , 145642
7 , 101274 , 109164
8 , 88696 , 71230
9 , 79390 , 36819
10 , 68802 , 0
===============================================
time slice 1
1 , 127980 , 329838
2 , 119469 , 290605
3 , 111261 , 253130
4 , 107985 , 219593
5 , 100028 , 180906
6 , 95048 , 145642
7 , 88215 , 109164
8 , 80140 , 71230
9 , 75511 , 36819
10 , 68796 , 0
===============================================
time slice 1
1 , 86082 , 329838
2 , 83707 , 290605
3 , 80245 , 253130
4 , 80917 , 219593
5 , 77247 , 180906
6 , 75649 , 145642
7 , 73427 , 109164
8 , 69167 , 71230
9 , 68468 , 36819
10 , 66479 , 0
===============================================
===============================================
contribution for event C on v1
time slice 1
2 , 177592 , 177592
3 , 352829 , 352829
4 , 516173 , 516173
5 , 696620 , 696620
6 , 871915 , 871915
7 , 1037684 , 1037684
8 , 1193846 , 1193846
9 , 1386081 , 1386081
10 , 1567895 , 1567895
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
time slice 8
===============================================
time slice 9
===============================================
===============================================
consumption and contribution for partial match 1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
time slice 8
===============================================
time slice 9
===============================================
===============================================
consumption and contribution for partial match 2
time slice 1
2 , 44311 , 37220 , 0.839972
3 , 88093 , 74079 , 0.840918
4 , 130439 , 109409 , 0.838775
5 , 173256 , 145483 , 0.8397
6 , 218940 , 183861 , 0.839778
7 , 257834 , 216159 , 0.838365
8 , 298972 , 250470 , 0.837771
9 , 346570 , 290995 , 0.839643
10 , 392048 , 329251 , 0.839823
11 , 69355 , 0 , 0
12 , 62267 , 0 , 0
13 , 55460 , 0 , 0
14 , 48120 , 0 , 0
15 , 41738 , 0 , 0
16 , 34324 , 0 , 0
17 , 27464 , 0 , 0
18 , 20645 , 0 , 0
19 , 13807 , 0 , 0
20 , 6768 , 0 , 0
===============================================
time slice 2
2 , 40313 , 33172 , 0.822861
3 , 79743 , 65684 , 0.823696
4 , 115797 , 95067 , 0.82098
5 , 156073 , 128388 , 0.822615
6 , 197323 , 162233 , 0.82217
7 , 235645 , 193561 , 0.821409
8 , 271184 , 222379 , 0.82003
9 , 314919 , 258891 , 0.822088
10 , 353421 , 290693 , 0.822512
11 , 69290 , 0 , 0
12 , 62408 , 0 , 0
13 , 55744 , 0 , 0
14 , 48556 , 0 , 0
15 , 41276 , 0 , 0
16 , 34691 , 0 , 0
17 , 27715 , 0 , 0
18 , 20409 , 0 , 0
19 , 13994 , 0 , 0
20 , 6833 , 0 , 0
===============================================
time slice 3
2 , 35750 , 28705 , 0.802937
3 , 70500 , 56561 , 0.802284
4 , 103481 , 82739 , 0.799557
5 , 140508 , 112548 , 0.801008
6 , 174363 , 139586 , 0.800548
7 , 209390 , 167276 , 0.798873
8 , 240808 , 192027 , 0.797428
9 , 278643 , 223005 , 0.800325
10 , 314955 , 252207 , 0.800772
11 , 69051 , 0 , 0
12 , 62656 , 0 , 0
13 , 55263 , 0 , 0
14 , 48372 , 0 , 0
15 , 41170 , 0 , 0
16 , 34449 , 0 , 0
17 , 27730 , 0 , 0
18 , 20728 , 0 , 0
19 , 13657 , 0 , 0
20 , 6921 , 0 , 0
===============================================
time slice 4
2 , 31717 , 24577 , 0.774884
3 , 61595 , 47570 , 0.772303
4 , 90911 , 70044 , 0.770468
5 , 123641 , 95693 , 0.773958
6 , 153215 , 118386 , 0.772679
7 , 182673 , 140754 , 0.770524
8 , 211900 , 162978 , 0.769127
9 , 245284 , 189486 , 0.772517
10 , 276661 , 213693 , 0.7724
11 , 69550 , 0 , 0
12 , 62445 , 0 , 0
13 , 54934 , 0 , 0
