consumption and contribution for event A on v1
time slice 1
14 , 48655 , 0 , 0
15 , 41529 , 0 , 0
16 , 34647 , 0 , 0
17 , 27463 , 0 , 0
18 , 20766 , 0 , 0
19 , 13772 , 0 , 0
20 , 6891 , 0 , 0
===============================================
time slice 5
2 , 26726 , 19663 , 0.735726
3 , 53131 , 39274 , 0.739192
4 , 78308 , 57345 , 0.732301
5 , 105923 , 77827 , 0.734751
6 , 131696 , 96878 , 0.735618
7 , 158832 , 116521 , 0.733612
8 , 180718 , 132296 , 0.732058
9 , 209085 , 153486 , 0.734084
10 , 237206 , 174571 , 0.735947
11 , 69613 , 0 , 0
12 , 62206 , 0 , 0
13 , 55550 , 0 , 0
14 , 48624 , 0 , 0
15 , 41099 , 0 , 0
16 , 34700 , 0 , 0
17 , 27610 , 0 , 0
18 , 20522 , 0 , 0
19 , 13831 , 0 , 0
20 , 6837 , 0 , 0
===============================================
time slice 6
2 , 21410 , 14604 , 0.682111
3 , 44466 , 30468 , 0.685198
4 , 66144 , 45186 , 0.683146
5 , 87985 , 60123 , 0.683332
6 , 110131 , 75388 , 0.68453
7 , 130714 , 89115 , 0.681756
8 , 151983 , 103374 , 0.680168
9 , 174454 , 119025 , 0.682272
10 , 198410 , 135775 , 0.684315
11 , 69592 , 0 , 0
12 , 62629 , 0 , 0
13 , 55549 , 0 , 0
14 , 48622 , 0 , 0
15 , 41397 , 0 , 0
16 , 34161 , 0 , 0
17 , 27372 , 0 , 0
18 , 20430 , 0 , 0
19 , 13719 , 0 , 0
20 , 6759 , 0 , 0
===============================================
time slice 7
2 , 17985 , 10985 , 0.610787
3 , 35935 , 21952 , 0.610881
4 , 52520 , 31717 , 0.603903
5 , 70341 , 42664 , 0.606531
6 , 88923 , 53897 , 0.606109
7 , 106698 , 64610 , 0.605541
8 , 121948 , 73216 , 0.600387
9 , 140516 , 84963 , 0.60465
10 , 158701 , 96368 , 0.60723
11 , 69579 , 0 , 0
12 , 62721 , 0 , 0
13 , 55600 , 0 , 0
14 , 48512 , 0 , 0
15 , 41229 , 0 , 0
16 , 34673 , 0 , 0
17 , 27452 , 0 , 0
18 , 20595 , 0 , 0
19 , 13608 , 0 , 0
20 , 6729 , 0 , 0
===============================================
time slice 8
2 , 13526 , 6529 , 0.4827
3 , 27001 , 13059 , 0.483649
4 , 39677 , 18828 , 0.474532
5 , 53598 , 25648 , 0.478525
6 , 66074 , 31386 , 0.475013
7 , 78907 , 37355 , 0.473405
8 , 91831 , 43144 , 0.46982
9 , 105661 , 50300 , 0.476051
10 , 119049 , 57015 , 0.47892
11 , 69093 , 0 , 0
12 , 62062 , 0 , 0
13 , 54798 , 0 , 0
14 , 48376 , 0 , 0
15 , 41690 , 0 , 0
16 , 34613 , 0 , 0
17 , 27391 , 0 , 0
18 , 20459 , 0 , 0
19 , 13862 , 0 , 0
20 , 6765 , 0 , 0
===============================================
time slice 9
2 , 8995 , 2137 , 0.237576
3 , 17722 , 4182 , 0.235978
4 , 25932 , 5838 , 0.225127
5 , 35620 , 8246 , 0.231499
6 , 44172 , 10300 , 0.233179
7 , 52684 , 12333 , 0.234094
8 , 61498 , 13962 , 0.227032
9 , 69406 , 15930 , 0.229519
10 , 78892 , 18322 , 0.232242
11 , 67128 , 0 , 0
12 , 60272 , 0 , 0
13 , 53138 , 0 , 0
14 , 46810 , 0 , 0
15 , 39667 , 0 , 0
16 , 33255 , 0 , 0
17 , 26540 , 0 , 0
18 , 19796 , 0 , 0
19 , 13255 , 0 , 0
20 , 6606 , 0 , 0
===============================================
