time,ground_truth,prediction,accuracy,precision,recall,f1
201806302200,1,1,0.999744644630444,0.7142715222389373,0.8571428571428571,0.5714285714285714
201806302300,1,1,0.9991062562065541,0.7919218361401265,0.8690476190476191,0.6985645933014353
201807010000,1,1,0.9993190523478508,0.804712178257678,0.9014084507042254,0.7272727272727273
201807010100,1,1,0.9989076464746772,0.7648580116595233,0.9302325581395349,0.6751054852320676
201807010200,1,1,0.999177188253653,0.7999431535564556,0.9036144578313253,0.7211538461538461
201807010300,1,1,0.9996595261739254,0.9252092346508876,0.8705882352941177,0.8604651162790696
201807010400,1,1,0.9989360192935168,0.6145762304552471,0.9565217391304348,0.36974789915966383
201807010500,1,1,0.9983401900978862,0.6073825503355704,1.0,0.3535911602209945
201807010600,1,1,0.9981273939565896,0.5629139072847682,1.0,0.2235294117647059
201807010700,1,1,0.9981983260036885,0.5981012658227848,1.0,0.328042328042328
201807010800,1,1,0.997971343452972,0.5794117647058823,1.0,0.27411167512690354
201807010900,1,1,0.9980848347283302,0.5445063320916856,0.8666666666666667,0.16149068322981364
