day,time,C01,C02,C06,C07_minus_C14,C11,C12,C13,C14,C15,C16,temperature,humidity,pressure
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.23613324348819,9.839807979785023,29.72178479045765
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.240183944115536,9.870341615736205,29.715393704704326
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.683829713534735,8.441670732704493,29.87399540398646
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.73539423268248,8.474508618069638,29.871933922856986
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.78842910688536,8.508376318046665,29.869780836538183
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.8427698512049,8.5431978778615,29.867536823811765
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.89824067495182,8.57889251890006,29.865202690216524
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.95465639771735,8.61537564805902,29.86277932745484
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.011824481946086,8.652559908897292,29.860267671082042
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.06954712940795,8.69035624855658,29.85766865742337
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.127623393062514,8.728674976051257,29.85498318067812
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.18585125680421,8.767426788629646,29.85221205112288
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.244029638895,8.806523744986054,29.849355955251585
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.30196027970532,8.845880166880407,29.846415418586023
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.35944948024692,8.885413453941664,29.8433907717714
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.416309664662606,8.925044799983464,29.840282120436928
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.47236074690699,8.964699802830399,29.837089319161933
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.52743128894266,9.004308963244105,29.83381194975098
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.58135944461925,9.0438080719423,29.830449303890937
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.63399368971447,9.083138486773334,29.82700037014386
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.685193344190736,9.122247304760803,29.82346382512676
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.734828897417216,9.161087435901763,29.81983802864484
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.78278215088742,9.199617587295362,29.816121022476768
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.82894619575755,9.237802167354175,29.812310532464455
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.873225244414286,9.275611120575487,29.80840397352924
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.915534336296524,9.313019703640986,29.80439845722327
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.955798938474686,9.350008213554426,29.80029080142496
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.993954461090844,9.38656167814048,29.796077541800646
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.02994570687155,9.422669518624105,29.791754944676082
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.06372627127333,9.458325193037895,29.787319020950918
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.09525791747073,9.493525829581044,29.78276554098577
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.12450992156188,9.528271854287103,29.778090049665288
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.15145842557271,9.562566622607555,29.77328788210769
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.176085790957515,9.596416057397475,29.768354179336058
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.19837996869029,9.629828298492324,29.76328390395442
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.218333892093376,9.662813367093053,29.758071855682758
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.2359448982556,9.69538284689163,29.752712686653883
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.251214182017264,9.727549585209946,29.74720091643506
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.26414628597173,9.7593274133285,29.741530946704806
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.27474862805736,9.790730888203283,29.735697075590746
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.28303106784841,9.821775055161837,29.7296935116563
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.28900551168599,9.852475231532846,29.723514387549837
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.29268555617742,9.882846810779297,29.717153773336616
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.70016472967145,8.445622767833939,29.8743673030872
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.75365771508941,8.47915275287818,29.872315500752915
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.80866701238021,8.513722690260755,29.87017322336101
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.86501605755666,8.5492511367035,29.867941316814747
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.92251656724941,8.58565176242752,29.86562074728023
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.98097066817546,8.62283446126807,29.86321255718702
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.04017314367155,8.660706500159648,29.860717819701645
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.099913737868874,8.69917367888894,29.85813759271577
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.15997946292128,8.73814147303373,29.855472873391534
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.220156856396045,8.777516134515825,29.852724554243142
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.280234140270835,8.817205726824987,29.84989338163724
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.34000323885448,8.857121075285727,29.846979917472115
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.39926162005466,8.897176616575507,29.843984504653804
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.45781393223807,8.937291135799663,29.840907236833637
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.51547341712754,8.977388383617,29.83774793271547
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.572063087254335,9.017397569940389,29.834506115089525
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.62741666415315,9.057253734488366,29.831180994608168
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.68137928044781,9.096897997789716,29.827771458193727
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.73380795498733,9.136277699045577,29.824276061862182
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.784571855157644,9.175346429495168,29.820693027661083
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.83355236435382,9.214063971597076,29.817020244356875
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.88064297533065,9.252396155441664,29.813255271463333
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.925749031832,9.290314644379954,29.809395346181336
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.968787341654256,9.327796661993522,29.805437392812525
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.009685684199525,9.364824672244275,29.801378034220896
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.048382234820146,9.401386024078345,29.79721360493438
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.0848249269419,9.43747257092237,29.79294016551152
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.11897076987876,9.473080274355183,29.78855351779175
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.15078514784916,9.50820880145191,29.784049220961837
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.18024109557889,9.542861120296113,29.779422607620543
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.2073185893461,9.577043103397395,29.7746688003445
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.23200384566034,9.610763141394166,29.769782728058303
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.25428864385065,9.644031772107782,29.764759142271245
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.2741696784261,9.676861327947474,29.759592633046847
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.29164794671343,9.709265603342164,29.754277644622277
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.30672817527503,9.741259545191587,29.748808490655527
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.319418288062415,9.77285896519294,29.743179369045727
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.32972891732772,9.804080275947834,29.737384376347304
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.33767295783949,9.834940250129632,29.73141752177952
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.34326516400302,9.865455802380946,29.72527274085789
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.346521788875506,9.895643793234298,29.718943908680448
8,201811081800,high,high,high,low,high,high,high,high,high,high,61.66456786426798,8.417420369055302,29.876647674894855
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.71835010980064,8.450543826226665,29.87469575372124
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.77386712110824,8.484796177238673,29.872653801932437
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.830943533889716,8.520096171393504,29.87052268274521
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.88938969543028,8.556356487918514,29.868303416104506
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.94900386398487,8.593484892138886,29.865997133586298
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.00957457451229,8.631385455369347,29.86360503081612
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.070883119760076,8.669959810364256,29.861128318614835
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.13270607968656,8.709108409851545,29.858568174014874
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.19481783792064,8.748731758167489,29.8559256922758
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.25699302662022,8.788731588066499,29.8532018409418
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.319008846581276,8.829011958016604,29.85039741686496
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.38064721668928,8.869480249292227,29.847513006971162
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.44169671525797,8.910048046663341,29.844548953380652
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.50195428500908,8.950631891229031,29.84150532332007
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.56122668284792,8.991153898668477,29.83838188408951
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.61933166476734,9.031542240694092,29.835178083182004
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.67609890474557,9.071731491594607,29.831893033501178
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.73137065409085,9.111662845308784,29.82852550349354
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.78500215414591,9.151284211423999,29.825073911901363
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.83686182040833,9.190550200741678,29.821536326761333
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.886831219993844,9.229422012662807,29.817910468213896
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.934804866953115,9.267867237620093,29.81419371465248
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.98068986134575,9.305859588161704,29.810383111728978
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.0244053983525,9.343378572213126,29.80647538373362
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.06588217317326,9.380409121517369,29.802466946888288
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.10506170624055,9.416941187445904,29.798353924121017
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.14189561151456,9.452969315314665,29.794132160928847
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.176344827030334,9.488492206942215,29.789797241939034
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.20837883443456,9.523512281254705,29.785344508108377
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.23797486271649,9.55803523747856,29.780769073724628
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.265117116173656,9.592069630709382,29.77606584375059
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.28979601809121,9.625626462032516,29.771229530805787
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.3120074864531,9.658718788061025,29.76625467187036
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.3317522471178,9.691361352601678,29.76113564459269
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.34903518945048,9.723570241787149,29.75586668313479
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.36386476734045,9.755362565337936,29.750441893550597
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.3762524479305,9.786756162432207,29.744855268659162
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.38621220843444,9.81776933375396,29.73910070244941
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.39376008095424,9.848420598658588,29.733172004032863
8,201811081800,high,high,high,normal,high,normal,high,high,high,high,63.3989137442732,9.878728476804064,29.72706291118547
8,201811081800,high,high,high,normal,high,normal,high,high,high,high,63.4016921610322,9.908711293259518,29.720767103521613
8,201811081800,high,high,high,low,high,high,high,high,high,high,61.62880445658213,8.389981074107155,29.878777919803763
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.68269810587817,8.422626811878574,29.87692438392668
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.73855136247264,8.456492497216052,29.874981274771162
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.796192328909235,8.491498057519916,29.872949447489127
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.85543204523983,8.527556067907687,29.870829952449586
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.916066696280694,8.564572928520255,29.868623989636518
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.9778800682785,8.602450141576032,29.866332859608363
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.040646175478,8.641085650438603,29.863957912176634
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.104131997398795,8.680375208717361,29.861500494141133
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.168100251356016,8.720213743243022,29.85896189733129
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.23231213163799,8.76049667786707,29.856343308167226
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.296529950549456,8.801121187719087,29.853645759843968
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.360519623502235,8.841987357550403,29.850870088095743
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.42405294914079,8.88299922256689,29.848016891323237
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.486909645539484,8.924065675396504,29.84508649567676
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.548879114254234,8.965101228289821,29.842078925490714
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.609761914773145,9.00602662497327,29.838993879272955
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.669370942237286,9.046769301568697,29.83583071127305
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.72753231074208,9.087263700446378,29.832588418493458
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.78408595274665,9.127451444651674,29.829265632873543
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.83888595192701,9.167281383573954,29.825860618268187
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.89180063208023,9.206709522762617,29.822371271764062
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.94271242846451,9.245698852285603,29.818795128824966
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.99151757026092,9.284219088793346,29.815129371731846
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.03812560386324,9.32224634661863,29.811370840778206
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.082458786567756,9.359762752856605,29.807516047698407
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.12445137919643,9.396756020595662,29.803561190834664
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.164048864414426,9.43321899336483,29.799502171589946
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.201207115200155,9.46914917254724,29.795334611762573
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.23589153380622,9.50454823787958,29.79105387136745
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.268076189003914,9.539421571042435,29.786655066896415
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.29774294645997,9.573777786828572,29.782133089168223
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.3248806332958,9.607628281619293,29.77748262135241
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.349484227400076,9.640986801053984,29.772698156455398
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.371554087673076,9.6738690314499,29.76777401438265
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.391095230031254,9.706292217325885,29.762704358473574
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.408116653511165,9.738274805949668,29.75748321146551
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.4226307186698,9.769836121185175,29.752104470899507
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.43465257987825,9.800996064690972,29.746561923948473
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.44419967113116,9.83177484566108,29.740849261722126
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.451291244561816,9.862192737669968,29.734960093081163
8,201811081800,high,high,high,normal,high,normal,high,high,high,high,63.45594795995954,9.892269861646298,29.728887958013075
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.36103522281445,8.22459484899375,29.88820091072416
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.59308668559598,8.363386526603708,29.880761171306638
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.64690668114645,8.395481825461287,29.879004412364488
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.70291552975862,8.428889351584061,29.877158572316446
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.760947361268684,8.46353132173337,29.875224470986712
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.82081628827466,8.499321231527585,29.873203163335685
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.882318570005836,8.536165030014821,29.8710958942017
8,201811081800,high,high,high,high,high,normal,high,high,high,high,61.945235094120605,8.573962427758774,29.86890404840365
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.00933411949285,8.612608306104969,29.866629097547623
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.074374189769294,8.65199418506838,29.864272544835845
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.14010714924521,8.69200971362947,29.861835869348475
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.20628117629455,8.73254414232062,29.859320471155648
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.27264375784516,8.773487741804596,29.856727618556864
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.338944533689805,8.81473313463548,29.854058398604685
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.404937948147825,8.856176512268659,29.851313671891468
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.470385657224355,8.897718715036158,29.8484940323754
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.53505865133861,8.939266158922374,29.845599772803002
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.598739066112,8.980731599167411,29.842630856066158
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.66122166598392,9.022034726702978,29.839586892620122
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.72231499695256,9.063102598893025,29.836467123898387
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.78184221508383,9.103869910845969,29.83327041149258
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.83964160621956,9.144279117503297,29.82999523173029
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.89556681941536,9.184280419779174,29.82663967517897
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.94948684191236,9.223831630174399,29.823201450531826
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.00128574697947,9.262897934575587,29.819677892291192
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.05086224790103,9.301451567491144,29.816065971648523
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.098129091834096,9.33947141780218,29.812362309971252
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.14301232656611,9.376942581433848,29.808563194332915
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.1854504714966,9.413855876225453,29.80466459456624
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.22539362178159,9.450207332874019,29.80066218137019
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.26280251168041,9.485997674221117,29.79655134506154
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.297647558421225,9.521231793272698,29.792327214575565
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.32990791524784,9.555918240025607,29.787984676689817
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.359570527898434,9.590068721431065,29.783518394609587
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.38662923638324,9.623697624036366,29.77892282655071
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.41108391148008,9.656821560785756,29.774192243605928
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.432939641794064,9.689458946150376,29.769320747038535
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.452205975424,9.721629601471005,29.764302284922827
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.46889621974624,9.753354390967814,29.759130668107417
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.48302680064704,9.784654890221775,29.753799585537934
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.494616681943626,9.81555308471504,29.748302618937306
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.503686843769074,9.846071099204691,29.74263325691657
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.510259818310836,9.87623095608656,29.736784908565415
8,201811081800,high,high,high,normal,high,normal,high,high,high,high,63.51435928045012,9.9060543614138,29.73075091658916
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.329878409958475,8.203222217747165,29.889578347911016
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.36986965386281,8.226964009991148,29.88835881073629
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.41268193124056,8.252305039868036,29.887052118822258
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.61119224858516,8.369190988208425,29.8809391035519
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.66716874010303,8.402067325681985,29.879188849410554
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.72540838174113,8.436274095430544,29.877350820670067
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.78573105572809,8.471726873597449,29.875426049019016
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.84793558609681,8.508332219868885,29.873415797964498
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.91180219032502,8.545988991248608,29.87132151295387
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.97709526887955,8.584589794294244,29.869144766914687
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,62.04356646521246,8.624022538418888,29.866887202724268
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,62.11095789379966,8.664172042294533,29.864550474057882
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.17900545743281,8.704921652526492,29.862136186224966
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.247442158767306,8.746154830220878,29.859645838458874
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.316001321176884,8.787756665804775,29.857080769035278
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.3844196411137,8.829615286903737,29.854442104418847
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.4524400049377,8.871623129960604,29.851730713426132
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.519814016035326,8.91367805298135,29.84894716715506
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.586304192005834,8.955684273826783,29.8460917051858
8,201811081800,high,high,high,high,high,normal,high,high,high,high,62.65168580603616,8.997553125506302,29.843164208312658
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.7157483604464,9.039203626551245,29.840164177840027
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.77829669317885,9.080562870507501,29.837090721271885
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.83915172920632,9.121566243657034,29.83394254405478
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.89815089815158,9.162157484157756,29.830717946898048
8,201811081800,high,high,high,high,high,high,high,high,high,high,62.955148246616936,9.202288598790233,29.827414828099272
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.01001427891033,9.241919655511664,29.824030690239077
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.06263556296689,9.281018471023538,29.82056265058239
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.112914139649,9.319560212760972,29.81700745452241
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.160766773401996,9.357526934187756,29.81336149142745
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.20612408079269,9.394907061207425,29.809620812293446
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.248929571026075,9.431694846017727,29.80578114866009
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.28913862942198,9.46788980297796,29.801837932313358
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.32671747127534,9.503496139151556,29.79778631536524
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.361642088169546,9.538522190040347,29.79362119032356
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.39389721603595,9.572979870521465,29.7893372101517
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.42347531829309,9.606884144998208,29.784928807452552
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.450375626557594,9.640252526008169,29.780390213467925
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.47460322690721,9.67310460224002,29.77571547618169
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.49616820699849,9.705461599629293,29.770898477705128
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.51508486709403,9.737345976874225,29.76593295088749
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.53137099750948,9.768781055263004,29.760812495153523
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.54504722280808,9.799790684118946,29.75553059162439
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.5561364124955,9.830398938910813,29.750080617543947
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.56466315605453,9.86062985236595,29.74445586010037
8,201811081800,high,high,high,high,high,high,high,high,high,high,63.570653299834724,9.890507176319005,29.738649529707764
8,201811081800,high,high,high,normal,high,normal,high,high,high,high,63.57413354254313,9.920054172577244,29.73265477283128
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.33871491143925,8.205865744759762,29.88969539984706
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.380318689740136,8.230217560930873,29.888477704449606
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.42487408669014,8.256214696490272,29.887173167014087
8,201811081800,high,high,high,normal,normal,normal,high,high,high,high,61.6315316500005,8.376109048903988,29.881075494272306
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.68978864866368,8.40980745661716,29.879331778736198
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.750380051987676,8.444851572399724,29.877501808177357
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.81311008210934,8.481149773934478,29.87558683640428
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.87776088344376,8.518601160716422,29.87358834307359
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,61.94409529975415,8.557097022540702,29.871507978860645
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,62.011860007655116,8.59652245004446,29.869347506190195
8,201811081800,high,high,high,high,normal,low,normal,high,normal,normal,62.08078892695065,8.636758044169012,29.86710873722143
