37,1
38,2
39,3
40,8
41,4
42,8
43,2
44,1
45,4
46,2
47,3
48,2
49,2
52,3
55,4
60,1
87,1
146,1
149,1
204,1
266,1
272,1
299,1
302,1
303,1
322,1
330,1
342,1
350,1
398,1
460,1
500,1
548,1
763,1
779,1
781,1
803,1
812,1
887,1
1118,1
1316,1
1344,1
1578,1
1717,1
1794,1
1833,1
1852,1
1868,1
1908,1
2031,1
2079,1
2081,1
2262,1
2291,1
2338,1
2344,1
2446,1
2458,1
2512,1
2561,1
2595,1
2633,1
2635,1
2890,1
2903,1
2918,1
3384,1
6920,1
7209,1
7545,1
7624,1
7738,1
7828,1
8811,1
8852,1
10131,1
10548,1
10824,1
12464,1
14444,1
14917,1
15000,1
15272,1
15365,1
17963,1
19209,1
20022,1
22076,1
28360,1
30139,1
30179,1
36609,1
36846,1
36899,1
80153,1
