36,8
37,10
38,7
39,4
40,5
41,2
42,2
45,1
56,1
144,1
153,1
198,1
199,1
207,1
214,1
252,1
293,1
295,1
559,1
563,1
715,1
732,1
792,1
971,1
1200,1
1586,1
1698,1
1773,1
1779,1
1800,1
1876,1
1901,1
2035,1
2042,1
2077,1
2088,1
2110,1
2252,1
2296,1
2312,1
2522,1
2542,1
2576,1
2623,1
2965,1
2974,1
6474,1
6721,1
6748,1
6828,1
6931,1
7026,1
7040,1
7072,1
7115,1
7179,1
7541,1
7667,1
7694,1
7731,1
7884,1
8006,1
8245,1
8310,1
8803,1
10165,2
10335,1
10470,1
11136,1
11518,1
11740,1
12927,1
20129,1
20166,1
30165,1
30170,1
30174,1
30579,1
30611,1
30877,1
32246,1
32914,1
38966,1
40125,1
50165,1
50171,1
50452,1
60116,1
60165,1
60168,1
60457,1
60485,1
60758,1
80173,1
82135,1
88548,1
90118,1
