consumption and contribution for event A on v1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
time slice 8
===============================================
time slice 9
===============================================
time slice 10
===============================================
===============================================
consumption and contribution for event B on v1
time slice 1
1 , 361569 , 298650
2 , 326495 , 263727
3 , 291276 , 229112
4 , 262526 , 199152
5 , 226259 , 163806
6 , 194678 , 131963
7 , 161854 , 99095
8 , 126054 , 64507
9 , 95350 , 33297
10 , 62028 , 0
===============================================
time slice 1
1 , 331648 , 298650
2 , 300111 , 263727
3 , 265892 , 229112
4 , 242518 , 199152
5 , 209603 , 163806
6 , 181489 , 131963
7 , 152411 , 99095
8 , 119151 , 64507
9 , 92582 , 33297
10 , 62347 , 0
===============================================
time slice 1
1 , 298342 , 298650
2 , 271599 , 263727
3 , 243759 , 229112
4 , 223085 , 199152
5 , 193543 , 163806
6 , 167672 , 131963
7 , 141466 , 99095
8 , 112530 , 64507
9 , 87773 , 33297
10 , 62061 , 0
===============================================
time slice 1
1 , 268133 , 298650
2 , 242789 , 263727
3 , 220738 , 229112
4 , 202425 , 199152
5 , 173738 , 163806
6 , 154577 , 131963
7 , 130252 , 99095
8 , 106361 , 64507
9 , 84136 , 33297
10 , 61799 , 0
===============================================
time slice 1
1 , 235674 , 298650
2 , 215641 , 263727
3 , 193111 , 229112
4 , 179439 , 199152
5 , 159239 , 163806
6 , 140322 , 131963
7 , 120081 , 99095
8 , 99566 , 64507
9 , 81307 , 33297
10 , 61996 , 0
===============================================
time slice 1
1 , 205488 , 298650
2 , 187951 , 263727
3 , 170451 , 229112
4 , 158393 , 199152
5 , 140080 , 163806
6 , 125234 , 131963
7 , 108997 , 99095
8 , 90919 , 64507
9 , 77550 , 33297
10 , 62095 , 0
===============================================
time slice 1
1 , 173010 , 298650
2 , 159443 , 263727
3 , 145494 , 229112
4 , 136948 , 199152
5 , 123285 , 163806
6 , 110801 , 131963
7 , 98685 , 99095
8 , 85589 , 64507
9 , 73786 , 33297
10 , 62039 , 0
===============================================
time slice 1
1 , 140631 , 298650
2 , 131776 , 263727
3 , 121455 , 229112
4 , 114738 , 199152
5 , 105894 , 163806
6 , 97544 , 131963
7 , 88272 , 99095
8 , 77882 , 64507
9 , 70643 , 33297
10 , 62077 , 0
===============================================
time slice 1
1 , 109913 , 298650
2 , 102898 , 263727
3 , 95752 , 229112
4 , 93902 , 199152
5 , 87184 , 163806
6 , 82957 , 131963
7 , 77733 , 99095
8 , 71004 , 64507
9 , 67312 , 33297
10 , 61944 , 0
===============================================
time slice 1
1 , 73969 , 298650
2 , 72244 , 263727
3 , 69643 , 229112
4 , 70266 , 199152
5 , 67320 , 163806
6 , 66125 , 131963
7 , 64364 , 99095
8 , 60729 , 64507
9 , 60461 , 33297
10 , 58754 , 0
===============================================
===============================================
contribution for event C on v1
time slice 1
2 , 177592 , 177592
3 , 352829 , 352829
4 , 516173 , 516173
5 , 696620 , 696620
6 , 871915 , 871915
7 , 1037684 , 1037684
8 , 1193846 , 1193846
9 , 1386081 , 1386081
10 , 1567895 , 1567895
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
time slice 8
===============================================
time slice 9
===============================================
time slice 10
===============================================
===============================================
consumption and contribution for partial match 1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
time slice 8
===============================================
time slice 9
===============================================
time slice 10
===============================================
===============================================
consumption and contribution for partial match 2
time slice 1
2 , 40122 , 33736 , 0.840835
3 , 79727 , 67113 , 0.841785
4 , 118060 , 99107 , 0.839463
5 , 156806 , 131797 , 0.84051
6 , 198610 , 166949 , 0.840587
7 , 233327 , 195801 , 0.83917
8 , 270601 , 226926 , 0.8386
9 , 313606 , 263606 , 0.840564
10 , 354883 , 298274 , 0.840485
11 , 62355 , 0 , 0
12 , 56144 , 0 , 0
13 , 49933 , 0 , 0
14 , 43271 , 0 , 0
15 , 37667 , 0 , 0
16 , 30924 , 0 , 0
17 , 24815 , 0 , 0
18 , 18698 , 0 , 0
19 , 12417 , 0 , 0
20 , 6123 , 0 , 0
===============================================
time slice 2
2 , 37343 , 30825 , 0.825456
3 , 73062 , 60374 , 0.826339
4 , 105738 , 87124 , 0.823961
5 , 143005 , 118056 , 0.825538
6 , 179400 , 148024 , 0.825106
7 , 215560 , 177652 , 0.824142
8 , 248015 , 204100 , 0.822934
9 , 288092 , 237626 , 0.824827
10 , 324273 , 267744 , 0.825675
11 , 62576 , 0 , 0
12 , 56284 , 0 , 0
13 , 50252 , 0 , 0
14 , 43787 , 0 , 0
15 , 37234 , 0 , 0
16 , 31184 , 0 , 0
17 , 24842 , 0 , 0
18 , 18358 , 0 , 0
19 , 12645 , 0 , 0
20 , 6102 , 0 , 0
===============================================
time slice 3
2 , 33083 , 26778 , 0.809419
3 , 65439 , 52872 , 0.807959
4 , 96596 , 77810 , 0.80552
5 , 129532 , 104502 , 0.806766
6 , 163685 , 132035 , 0.806641
7 , 194569 , 156612 , 0.804918
8 , 224782 , 180622 , 0.803543
9 , 259429 , 209189 , 0.806344
10 , 291457 , 235008 , 0.806321
11 , 62359 , 0 , 0
12 , 56540 , 0 , 0
13 , 50073 , 0 , 0
14 , 43770 , 0 , 0
15 , 37160 , 0 , 0
16 , 31110 , 0 , 0
17 , 24995 , 0 , 0
18 , 18574 , 0 , 0
19 , 12408 , 0 , 0
20 , 6269 , 0 , 0
===============================================
time slice 4
2 , 29999 , 23527 , 0.784259
3 , 58397 , 45786 , 0.784047
4 , 86299 , 67428 , 0.78133
