1 , 27216564 , 24727417
2 , 24579611 , 22086045
3 , 21884013 , 19382748
4 , 18963597 , 16484864
5 , 16117626 , 13655850
6 , 13617681 , 11100573
7 , 10672807 , 8198871
8 , 8045991 , 5551584
9 , 5250832 , 2760375
10 , 2467436 , 0
