consumption and contribution for event A on v1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
===============================================
consumption and contribution for event B on v1
time slice 1
1 , 506071 , 416314
2 , 456286 , 366955
3 , 406993 , 318520
4 , 368084 , 277854
5 , 317140 , 228255
6 , 273551 , 184054
7 , 226949 , 137570
8 , 177260 , 89639
9 , 135037 , 46492
10 , 88614 , 0
===============================================
time slice 1
1 , 441557 , 416314
2 , 401841 , 366955
3 , 358295 , 318520
4 , 326586 , 277854
5 , 283393 , 228255
6 , 245536 , 184054
7 , 208052 , 137570
8 , 163494 , 89639
9 , 127517 , 46492
10 , 88261 , 0
===============================================
time slice 1
1 , 377990 , 416314
2 , 343045 , 366955
3 , 310572 , 318520
4 , 286438 , 277854
5 , 246741 , 228255
6 , 217968 , 184054
7 , 184078 , 137570
8 , 150988 , 89639
9 , 119500 , 46492
10 , 87991 , 0
===============================================
time slice 1
1 , 315622 , 416314
2 , 288438 , 366955
3 , 259570 , 318520
4 , 240515 , 277854
5 , 213838 , 228255
6 , 189927 , 184054
7 , 163308 , 137570
8 , 135328 , 89639
9 , 113019 , 46492
10 , 88249 , 0
===============================================
time slice 1
1 , 250764 , 416314
2 , 230945 , 366955
3 , 210364 , 318520
4 , 198039 , 277854
5 , 177638 , 228255
6 , 160131 , 184054
7 , 142175 , 137570
8 , 122303 , 89639
9 , 105738 , 46492
10 , 88268 , 0
===============================================
time slice 1
1 , 185229 , 416314
2 , 174097 , 366955
3 , 160687 , 318520
4 , 153420 , 277854
5 , 141949 , 228255
6 , 131499 , 184054
7 , 120802 , 137570
8 , 107708 , 89639
9 , 98899 , 46492
10 , 88155 , 0
===============================================
time slice 1
1 , 121144 , 416314
2 , 116295 , 366955
3 , 111090 , 318520
4 , 111158 , 277854
5 , 105446 , 228255
6 , 102787 , 184054
7 , 98751 , 137570
8 , 92704 , 89639
9 , 91190 , 46492
10 , 87602 , 0
===============================================
===============================================
contribution for event C on v1
time slice 1
2 , 177592 , 177592
3 , 352829 , 352829
4 , 516173 , 516173
5 , 696620 , 696620
6 , 871915 , 871915
7 , 1037684 , 1037684
8 , 1193846 , 1193846
9 , 1386081 , 1386081
10 , 1567895 , 1567895
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
===============================================
consumption and contribution for partial match 1
time slice 1
1 , 2191226 , 1555208
2 , 2027423 , 1391320
3 , 1853800 , 1216813
4 , 1673394 , 1040361
5 , 1485555 , 858144
6 , 1343035 , 700867
7 , 1147068 , 515574
8 , 982712 , 347351
9 , 811784 , 174997
10 , 629193 , 0
===============================================
time slice 2
===============================================
time slice 3
===============================================
time slice 4
===============================================
time slice 5
===============================================
time slice 6
===============================================
time slice 7
===============================================
===============================================
consumption and contribution for partial match 2
time slice 1
2 , 56633 , 47447 , 0.837798
3 , 111376 , 93395 , 0.838556
4 , 164384 , 137528 , 0.836626
5 , 219196 , 183608 , 0.837643
6 , 277500 , 232384 , 0.83742
7 , 326269 , 272778 , 0.836052
8 , 378058 , 315847 , 0.835446
9 , 438489 , 367165 , 0.837341
10 , 495990 , 415501 , 0.837721
11 , 88940 , 0 , 0
12 , 80085 , 0 , 0
13 , 71318 , 0 , 0
14 , 61981 , 0 , 0
15 , 53372 , 0 , 0
16 , 44227 , 0 , 0
17 , 35209 , 0 , 0
18 , 26480 , 0 , 0
19 , 17803 , 0 , 0
20 , 8675 , 0 , 0
===============================================
time slice 2
2 , 48946 , 39912 , 0.815429
3 , 97175 , 79195 , 0.814973
4 , 142156 , 115498 , 0.812474
5 , 191015 , 155515 , 0.814151
6 , 240094 , 195387 , 0.813794
7 , 288964 , 234874 , 0.812814
8 , 332296 , 269572 , 0.811241
9 , 384430 , 312819 , 0.813722
10 , 431478 , 351177 , 0.813893
11 , 88802 , 0 , 0
12 , 80130 , 0 , 0
13 , 71290 , 0 , 0
14 , 62097 , 0 , 0
15 , 52914 , 0 , 0
16 , 44143 , 0 , 0
17 , 35668 , 0 , 0
18 , 26319 , 0 , 0
19 , 17728 , 0 , 0
20 , 8887 , 0 , 0
===============================================
time slice 3
2 , 42291 , 33121 , 0.783169
3 , 82579 , 64638 , 0.782741
4 , 121276 , 94566 , 0.779759
5 , 165494 , 129462 , 0.782276
6 , 203808 , 159246 , 0.781353
7 , 243920 , 190161 , 0.779604
8 , 281655 , 219058 , 0.777753
9 , 327134 , 255561 , 0.781212
10 , 369815 , 289024 , 0.781537
11 , 88668 , 0 , 0
12 , 80061 , 0 , 0
13 , 70491 , 0 , 0
14 , 62311 , 0 , 0
15 , 53152 , 0 , 0
16 , 44435 , 0 , 0
17 , 35235 , 0 , 0
18 , 26626 , 0 , 0
19 , 17561 , 0 , 0
20 , 8799 , 0 , 0
===============================================
time slice 4
2 , 33955 , 24987 , 0.735886
3 , 68300 , 50441 , 0.738521
4 , 100466 , 73621 , 0.732795
5 , 136514 , 100429 , 0.735668
6 , 169501 , 124810 , 0.736338
7 , 203984 , 149726 , 0.734009
8 , 233037 , 170800 , 0.732931
9 , 269220 , 197842 , 0.734871
10 , 304806 , 224398 , 0.736199
11 , 89352 , 0 , 0
12 , 79934 , 0 , 0
13 , 71038 , 0 , 0
14 , 62224 , 0 , 0
15 , 52785 , 0 , 0
16 , 44380 , 0 , 0
17 , 35443 , 0 , 0
18 , 26321 , 0 , 0
19 , 17774 , 0 , 0
20 , 8780 , 0 , 0
===============================================
time slice 5
2 , 26471 , 17644 , 0.666541
3 , 54227 , 36241 , 0.66832
4 , 80119 , 53265 , 0.664824
5 , 105984 , 70506 , 0.665251
6 , 134501 , 89697 , 0.666887
7 , 159329 , 105778 , 0.663897
8 , 184648 , 122213 , 0.66187
9 , 211858 , 140791 , 0.664554
10 , 240893 , 160595 , 0.666665
11 , 89396 , 0 , 0
12 , 80460 , 0 , 0
13 , 71253 , 0 , 0
