time,ground_truth,prediction,accuracy,precision,recall,f1
201811081500,1,1,0.9997241379310344,0.7368191067120666,0.8181818181818182,0.6
201811081600,1,1,0.9988850574712643,0.9167884404017965,0.9892703862660944,0.9048086359175662
201811081800,1,1,0.9943103448275862,0.7922360519661986,0.9562043795620438,0.7257617728531857
2018110818003,1,0,0.9878045977011495,0.49390229885057474,0.0,0.0
201811081900,1,1,0.996367816091954,0.9111058275461908,0.9178445229681979,0.8680033416875521
201811082000,1,1,0.9954137931034482,0.883313861541663,0.9232142857142858,0.838265099310904
201811082100,1,1,0.9967126436781609,0.9392265073530521,0.9244350282485876,0.9015151515151516
201811082200,1,1,0.9973103448275862,0.9410031749462566,0.9474085365853658,0.9139705882352942
201811082300,1,1,0.9965172413793103,0.9061300639147676,0.9864649681528662,0.8910463861920174
201811090000,1,1,0.9986551724137931,0.9746419747022864,0.9760981912144703,0.962726983115642
201811090100,1,1,0.9983448275862069,0.972051091251956,0.9679802955665024,0.9562043795620437
201811090200,1,1,0.9984252873563219,0.971851419958643,0.9856535600425079,0.9643878346763713
201811090300,1,1,0.9982758620689656,0.9760210469349957,0.9815978456014363,0.96684350132626
