36,1
37,5
38,5
39,3
40,4
41,6
42,1
44,2
45,1
46,1
50,1
52,1
58,1
210,1
237,1
241,1
246,1
289,1
577,1
1831,1
1849,1
1879,1
1981,1
1993,1
2075,1
2079,1
2111,1
2189,1
2194,1
2203,1
2242,1
2431,1
2524,1
2652,1
2734,1
2846,1
2871,1
7034,1
7084,1
7221,1
7290,1
7356,1
7415,1
7663,1
7678,1
7868,1
7890,1
7906,1
8120,1
8481,1
8594,1
8829,1
8833,1
10108,1
10137,1
20290,1
22135,1
28201,1
30120,1
30141,1
30170,1
32770,1
40100,1
40121,1
40135,1
40169,1
50132,1
50136,1
50140,1
50142,1
50617,1
50980,1
60163,1
60172,1
70170,1
70171,1
70338,1
71847,1
72444,1
72734,1
80116,1
80119,1
80169,1
80584,1
80976,1
87210,1
87598,1
88083,1
89025,1
90138,1
90246,1
100120,1
100125,1
100620,1
110540,1
110606,1
110869,1
121110,1
121438,1
121664,1
122276,1
130510,1
130638,1
131279,1
131772,1
132005,1
160663,1
160828,1
161112,1
174745,1
