time,ground_truth,prediction,accuracy,precision,recall,f1
201811082300,1,1,0.9984290561769511,0.8153530676528973,0.9761904761904762,0.7663551401869158
201811090000,1,1,0.9932763604373508,0.4982977113675052,0.0,0.0
201811090100,1,1,0.9988060826944829,0.8963309875082641,0.8679245283018868,0.8288288288288289
201811090200,1,1,0.9988060826944829,0.8533852082535927,0.9534883720930233,0.8118811881188119
201811090300,1,1,0.9996229734824683,0.8421052631578947,1.0,0.8125000000000001
201811090400,1,1,0.9992459469649365,0.8547442690805548,0.88,0.7857142857142856
201811090500,1,1,0.9991831092120146,0.8982735489526374,0.9791666666666666,0.8785046728971962
201811090600,1,1,0.9976121653889657,0.9051492326078752,0.2708333333333333,0.40625
201811090700,1,1,0.9981777051652633,0.9128311009378971,0.6825396825396826,0.7478260869565218
201811090800,1,1,0.997235138871434,0.985132326380673,0.45569620253164556,0.6206896551724138
201811090900,1,1,0.9979263541535754,0.9989591875354822,0.648936170212766,0.7870967741935483
201811091000,1,1,0.9977378408948095,0.9080016828048743,0.8,0.8085106382978724
