           1000    1453.00    2333.51    3734.00    1461.85    1649.00    1719.00    3676.00    3728.15          1     981.72
           2000    2352.00    3728.41    5892.00    2360.00    2465.00    2844.00    5862.00    5888.15          1    1539.43
           3000   12847.00   21151.22   32106.00   12855.00   13754.00   18188.00   32084.00   32103.15          1    8005.64
           4000  112389.00  180687.86  292530.00  112397.00  116309.25  127249.00  292506.00  292526.00          1   80455.02
