34,1
35,18
36,7
37,8
38,3
39,2
40,3
41,3
44,4
45,1
46,1
55,3
82,1
136,1
137,1
230,1
248,1
256,1
260,1
261,1
308,1
311,1
312,1
315,1
356,1
362,1
440,1
450,1
509,1
547,1
705,1
759,1
775,1
801,1
813,1
870,1
1039,1
1109,1
1360,1
1387,1
1596,1
1709,1
1770,1
1779,1
1808,1
1848,1
1850,1
1939,1
2000,1
2029,1
2052,1
2101,1
2210,1
2217,1
2300,1
2358,1
2403,1
2429,1
2497,1
2524,1
2592,1
2655,1
2791,1
2836,1
2885,1
3264,1
7046,1
7080,1
7309,1
7324,1
7382,1
7439,1
7465,1
7664,1
7672,1
7750,1
7820,1
7970,1
8030,1
8116,1
8175,1
8265,1
8738,1
8742,1
8793,1
8919,1
9022,1
