36,1
37,3
38,6
39,2
40,2
41,5
42,3
43,1
44,4
45,1
46,2
49,1
51,1
53,1
55,1
59,1
60,1
62,1
63,1
64,1
67,1
68,2
73,1
80,1
90,1
229,1
236,1
241,1
252,1
287,1
300,1
333,1
377,1
383,1
395,1
465,1
483,1
604,1
722,1
744,1
1772,1
1778,1
1805,1
1806,1
1887,1
1895,1
2030,1
2078,1
2120,1
2152,1
2159,1
2215,1
2280,1
2312,1
2317,1
2440,1
2475,1
2543,1
2548,1
2862,1
2903,1
2952,1
6637,1
6906,1
6910,1
6956,1
7076,1
7104,1
7309,1
7328,1
7344,1
7426,1
7453,1
7640,1
7645,1
8019,1
8034,1
8045,1
8303,1
8319,1
8336,1
8631,1
10138,1
10510,1
10772,1
22126,1
28272,1
30167,1
30213,1
40170,1
50168,1
50272,1
50283,1
60163,1
60168,1
60238,1
70169,1
70890,1
80163,1
81082,1
81411,1
81625,1
82013,1
101105,1
101590,1
101815,1
103414,1
120813,1
121094,1
