37,3
38,18
39,6
40,4
41,8
42,4
43,2
44,2
47,1
49,1
61,1
226,1
236,1
237,1
241,1
245,1
252,1
298,1
324,1
337,1
362,1
394,1
629,1
649,1
1512,1
1704,1
1781,1
1785,1
1798,1
1830,1
1911,1
2041,1
2087,1
2090,1
2102,2
2228,1
2231,1
2305,1
2321,1
2377,1
2479,1
2527,1
2552,1
2793,1
2877,1
2893,1
6667,1
6734,1
6847,1
6932,1
6960,1
6962,1
7073,1
7097,1
7226,1
7379,1
7561,1
7636,1
7650,1
7798,1
7799,1
8041,1
8333,1
8359,1
8364,1
8594,1
10167,1
10573,1
10883,1
20165,1
20882,1
22238,1
28158,1
30169,1
30213,1
80172,1
80336,1
100231,1
100274,1
110837,1
111119,1
113392,1
131276,1
131762,1
131988,1
141083,1
141411,1
141626,1
142046,1
