36,2
37,10
38,3
40,7
41,2
42,3
43,1
45,1
48,1
49,1
231,2
232,1
241,1
258,1
596,1
1777,1
1793,1
1815,1
1891,1
2074,1
2099,1
2234,1
2291,1
2370,1
2469,1
2878,1
2892,1
3141,1
6839,1
7027,1
7037,1
7064,1
7310,1
7606,1
7725,1
7733,1
7826,1
7991,1
8276,1
8547,1
8803,1
10137,1
10138,1
10237,1
11376,1
11953,1
20161,1
22145,1
22746,1
27330,1
27844,1
28565,1
30127,1
30153,1
30161,1
30207,1
40117,1
40648,1
40805,1
41104,1
42483,1
50117,1
50162,1
50328,1
60113,1
60166,1
60171,1
60262,1
61853,1
70136,1
70166,1
70169,1
70603,1
71254,1
71738,1
71961,1
72332,1
77125,1
77515,1
77986,1
78875,1
80163,1
80164,1
82172,1
82464,1
90140,1
90163,1
90170,1
90577,1
92221,1
100142,1
100163,1
100175,1
100702,1
102604,1
115458,1
120655,1
121018,1
130698,1
148234,1
150697,1
151009,1
151065,1
151463,1
151829,1
152487,1
190524,1
