1 , 27399875 , 24908093
2 , 24571961 , 22085983
3 , 21491221 , 19036874
4 , 19246706 , 16732847
5 , 16203519 , 13723335
6 , 13545235 , 11058920
7 , 10744748 , 8255620
8 , 7838991 , 5407479
9 , 5193590 , 2739176
10 , 2455741 , 0
