channel,low,high
C01,9.014303835836317,13.848292250387543
C02,5.72453883621354,11.840376655605212
C06,7.622570979992676,23.124470741467807
C07,146.66092398636323,162.29072816826803
C07_minus_C14,1.389296520696039,16.07063459791004
C11,287.32591057727,292.8980354883046
C12,255.05344285729612,258.098531014035
C13,289.46926127314356,296.4770135071232
C14,145.79648281732526,156.65484296950493
C15,288.9379457694559,294.23250949277633
C16,270.38553018753936,272.273366493614
