channel,low,high
C01,10.099424633546645,15.673929149445366
C02,7.6300394441768065,13.34832820199104
C06,6.145037349677147,9.814302528636784
C07,143.356423720316,153.24537813577246
C07_minus_C14,8.093751574218379,14.960014880594024
C11,268.3251998721837,281.46810141149615
C12,247.64620948959347,255.16772467683705
C13,271.7647001387626,285.9081313844327
C14,137.23480976245455,147.69361501018386
C15,267.5639168488828,280.845946251089
C16,255.21686159776598,264.0272556667229
