channel,low,high
C01,6.056419636635281,7.797579592995113
C02,2.688049528600067,4.346109515223514
C06,5.973033614974348,26.009446317013975
C07_minus_C14,-280.8900003341611,-259.94615669049364
C11,275.98648461203254,280.82139119775553
C12,246.67114104629852,249.20360331764084
C13,277.8076219616362,282.7485297971122
C14,8.011070005714124,20.728944294173203
C15,277.22946300415964,282.06131978536877
C16,261.6530663141171,264.31840337330954
